Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label
1642,6635,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,137.7460175,-32.43702639999999,45
1643,9253,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.3858826,-32.4374244,68
1644,8058,"SAND, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,137.8565385,-32.5025544,73
1645,10889,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,137.7025475,-32.5089264,73
1646,10633,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.5210974,-32.152469399999994,29
1647,6247,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8125424,-32.1533815,68
1648,6133,"Cu, Mn",Cu,OCCURRENCE,Abandoned,Low Significance,MNOR,138.0349135,-32.1554844,68
1649,10863,GRVL,GRVL,OCCURRENCE,Not worked,Low Significance,GRVL,138.2893674,-32.5205674,83
1650,8842,DIA,DIA,PROSPECT,Not worked,Low Significance,ALLV,138.53023340000001,-32.5211125,60
1651,6657,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,137.7051645,-32.5214974,73
1652,6678,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.8381955,-32.5250834,56
1653,11339,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.0898035,-32.2119124,56
1654,6254,FEST,FEST,OCCURRENCE,Not worked,Low Significance,IRSU,138.2835945,-32.2125244,28
1655,7821,GRVL,GRVL,OCCURRENCE,Ceased,Low Significance,GRVL,137.6213355,-32.558032399999995,83
1656,9943,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,135.3238329,-32.559026300000006,83
1657,10981,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.4182594,-32.5598694,29
1658,11274,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,137.1017436,-32.5932694,47
1659,5970,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.56636640000002,-32.5954135,64
1660,10556,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.1340095,-32.599501399999994,29
1661,9818,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,138.5868304,-32.599582500000004,60
1662,10931,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.9354523,-32.6002225,56
1663,10770,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,134.216708,-32.511786300000004,0
1664,8944,"COAL, GAS",COAL,DEPOSIT,Not worked,Locally Significant,COAL,138.6405074,-32.635186499999996,12
1665,8501,"U, Th",U,OCCURRENCE,Not worked,Low Significance,MTHH,136.6892767,-32.6353994,31
1666,9318,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,REGO,136.42259669999999,-32.6367214,43
1667,6621,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,137.7116895,-32.5261354,83
1668,5969,Cu,Cu,DEPOSIT,Not worked,Locally Significant,VEIN,138.48213940000002,-32.527345399999994,68
1669,6026,Fe,Fe,OCCURRENCE,Not worked,Low Significance,METL,138.91714330000002,-32.5603595,54
1670,10771,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,133.8840081,-32.4029863,0
1671,6654,Cu,Cu,DEPOSIT,Abandoned,Locally Significant,TCTO,137.4549265,-32.6379994,68
1672,8482,Au,Au,OCCURRENCE,Not worked,Low Significance,FBRC,136.79136359999998,-32.6393954,17
1673,9774,BAR,BAR,PROSPECT,Not worked,Low Significance,QBAU,137.0334416,-32.639765399999995,74
1674,10700,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,135.21633390000002,-32.6398143,50
1675,10930,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.94232030000003,-32.6402205,56
1676,6250,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.12594330000002,-32.2487505,68
1677,6089,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6163094,-32.3100125,68
1678,443,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSM,134.9828679,-32.3136963,48
1679,10673,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.1018615,-32.2687484,56
1680,6151,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6349544,-32.4646455,68
1681,6676,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,CLYS,137.9081315,-32.469269399999995,56
1682,8307,SLST,SLST,PROSPECT,Abandoned,Low Significance,SLST,137.9651985,-32.4697934,42
1683,9759,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.6585904,-32.4700025,32
1684,6043,MAGS,MAGS,OCCURRENCE,Not worked,Low Significance,MGNS,138.5189014,-32.4712344,75
1685,6149,BAR,BAR,OCCURRENCE,Abandoned,Locally Significant,QBAU,138.64818540000002,-32.4733255,74
1686,6067,"Cu, Ag, BAR",Cu,OCCURRENCE,Abandoned,Locally Significant,IRSU,138.1146435,-32.475925399999994,68
1687,6244,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.43331840000002,-32.2999594,68
1688,9899,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.76961740000002,-32.1333775,68
1689,6037,Pb,Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7634424,-32.1345315,43
1690,10195,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.04860549999998,-32.1352024,38
1691,10680,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.25992240000002,-32.3199964,29
1692,6255,FEST,FEST,OCCURRENCE,Not worked,Low Significance,IRSU,138.3874064,-32.163486400000004,28
1693,9507,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,137.44656559999999,-32.1635604,59
1694,6242,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.3237094,-32.163956400000004,68
1695,9158,Pb,Pb,OCCURRENCE,Not worked,Low Significance,VEIN,135.78051680000002,-32.2171124,43
1696,5975,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5377464,-32.2192414,68
1697,10368,DIA,DIA,OCCURRENCE,Not worked,Low Significance,ALLV,136.0976638,-32.478609399999996,60
1698,6003,Ag,Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4672324,-32.4786284,47
1699,6273,"CLAY, GYPS",CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.3095474,-32.6007564,56
1700,9760,"Zn, Ag, Au, Pb",Zn,OCCURRENCE,Not worked,Low Significance,MTHH,136.44883969999998,-32.6048524,70
1701,8201,"SAND, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,137.5653135,-32.6073874,73
1702,6623,"SALT, SGRT",SALT,PROSPECT,Care/ Maintenance,Locally Significant,EVAP,137.8258285,-32.6090964,45
1703,6011,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.5654474,-32.6103515,64
1704,8549,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,136.6213967,-32.61284439999999,17
1705,8497,"Au, Cu",Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.8590979,-32.1359043,17
1706,9109,"Zn, Cu",Zn,OCCURRENCE,Not worked,Low Significance,DLOM,138.0819855,-32.1408164,70
1707,6266,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.7682324,-32.1423715,68
1708,7826,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,137.7157085,-32.5146874,73
1709,10636,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.4994844,-32.5148664,38
1710,5599,GYPS,GYPS,DEPOSIT,Abandoned,Low Significance,GPSM,133.3688382,-32.1647663,48
1711,9842,Sn,Sn,OCCURRENCE,Not worked,Low Significance,MTHH,133.53887509999998,-32.1654353,77
1712,6078,"Zn, Ag",Zn,OCCURRENCE,Abandoned,Low Significance,SDST,139.1248823,-32.1657485,70
1713,9505,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.67890649999998,-32.532194399999995,56
1714,6287,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.6132564,-32.533573499999996,64
1715,7824,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,137.6587215,-32.5345714,73
1716,8341,"Ag, Au, Pb, Zn",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,137.1725456,-32.534614399999995,47
1717,6125,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7196294,-32.220130499999996,68
1718,10649,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.5658414,-32.5628935,29
1719,6068,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,137.9993875,-32.565399400000004,27
1720,9812,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,137.6851995,-32.5658374,60
1721,9927,MSLT,MSLT,PROSPECT,Abandoned,Low Significance,MSLT,138.5216014,-33.0513215,29
1722,9801,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.2652244,-33.0526444,29
1723,9513,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.2545744,-33.0530034,68
1724,10681,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.5967564,-33.054697499999996,29
1725,10708,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.1809304,-33.0560124,32
1726,10682,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.73806130000003,-33.0561695,38
1727,3903,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,RESI,138.5406094,-33.056310499999995,80
1728,8491,"Cu, FELD",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.3986276,-32.7206964,68
1729,10533,"Cu, Ag",Cu,OCCURRENCE,Not worked,Low Significance,MTHB,137.1390486,-32.7238634,68
1730,10937,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.9219253,-32.826389500000005,56
1731,9045,U,U,OCCURRENCE,Not worked,Low Significance,SAND,135.92330080000002,-32.8266354,31
1732,6180,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,IRSU,138.57343640000002,-32.8269245,80
1733,6179,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.64204740000002,-32.8270175,68
1734,10956,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.74654730000003,-32.8279065,29
1735,10962,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.9987163,-32.9610525,56
1736,11217,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.82890830000002,-32.9610615,29
1737,6259,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,138.11919740000002,-32.963795399999995,75
1738,10951,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.7528473,-32.9642695,56
1739,444,"SALT, GYPS",SALT,PROSPECT,Abandoned,Low Significance,GPSM,135.2461849,-32.988020299999995,45
1740,10112,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.86398830000002,-32.989765500000004,29
1741,11247,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.0850864,-32.9903694,29
1742,9728,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.5329594,-32.9906485,29
1743,9833,"DIA, Cu",DIA,OCCURRENCE,Not worked,Low Significance,LPRO,138.1586704,-32.99123839999999,60
1744,10213,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.8277813,-32.9913945,29
1745,10613,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,137.1798366,-32.9916224,59
1746,10825,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.6546074,-32.9920265,56
1747,9922,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.8326643,-33.0148805,29
1748,9565,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.09662240000003,-33.0179524,38
1749,7053,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,137.5708135,-33.0186804,23
1750,7195,Fe,Fe,PROSPECT,Ceased,Low Significance,METL,137.1487616,-33.0188984,54
1751,11199,Fe,Fe,PROSPECT,Not worked,Low Significance,BIFM,137.1236976,-33.019706400000004,54
1752,8164,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,136.5021617,-33.0199274,59
1753,10674,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.2576574,-33.020470399999994,38
1754,10207,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,134.298647,-32.672319300000005,0
1755,10252,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,138.5802344,-32.6744815,59
1756,10437,DOL,DOL,PROSPECT,Not worked,Low Significance,DLOM,137.9936175,-32.6767014,32
1757,10777,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.3558024,-32.724425399999994,29
1758,6301,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.60872340000003,-32.7256165,56
1759,8182,Fe,Fe,DEPOSIT,Ceased,Locally Significant,METL,137.1409096,-32.725815399999995,54
1760,10933,CLAY,CLAY,OCCURRENCE,Seasonal,Low Significance,CLYS,139.0386273,-32.7267265,56
1761,10934,CLAY,CLAY,OCCURRENCE,Seasonal,Low Significance,CLYS,139.0193613,-32.7269555,56
1762,9713,"Ag, Fe",Ag,DEPOSIT,Not worked,Low Significance,IRSU,136.1255677,-32.7274564,47
1763,5989,DIA,DIA,OCCURRENCE,Not worked,Low Significance,GRVL,138.3286434,-32.2272714,60
1764,9940,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,134.221519,-32.2291233,59
1765,6039,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.4113584,-32.2292974,64
1766,10963,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,139.01479730000003,-32.9646455,29
1767,6233,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,RESI,138.5432534,-32.964747499999994,80
1768,10954,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.86201830000002,-32.9652205,56
1769,6188,SLAT,SLAT,OCCURRENCE,Abandoned,Low Significance,SLAT,138.1344044,-32.9664894,3
1770,6232,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,RESI,138.53869540000002,-32.9670925,80
1771,10940,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.81586130000002,-32.9674215,56
1772,11324,REE,REE,OCCURRENCE,Not worked,Low Significance,IRSU,138.7140603,-33.0939645,44
1773,10982,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.7537173,-33.094226500000005,32
1774,8054,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,GRNT,137.3144635,-33.0945204,50
1775,8199,"GRVL, SAND",GRVL,DEPOSIT,Seasonal,Locally Significant,GRVL,137.4779935,-33.0966054,83
1776,10974,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.9430383,-33.0971615,29
1777,10734,GYPS,GYPS,PROSPECT,Not worked,Low Significance,GPSA,137.06447759999998,-33.0990064,48
1778,9426,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,REGO,137.26863659999998,-33.0992404,50
1779,8449,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,136.5983727,-33.1010744,73
1780,9740,"Ag, GRPH, Pb, Zn",Ag,OCCURRENCE,Not worked,Low Significance,SKRN,136.4499597,-32.6412784,47
1781,8502,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,REGO,136.6730897,-32.6419304,43
1782,11726,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOU,135.80429180000002,-32.6420914,64
1783,6653,AGA,AGA,OCCURRENCE,Abandoned,Low Significance,DURS,137.36668659999998,-32.642219399999995,20
1784,7884,SIS,SIS,OCCURRENCE,Seasonal,Low Significance,SAND,137.5372715,-32.644296399999995,84
1785,9546,Ag,Ag,OCCURRENCE,Not worked,Low Significance,VEIN,135.9706078,-32.6452864,47
1786,10376,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,137.0997926,-32.646609399999996,29
1787,10980,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.4075054,-32.7792104,56
1788,9263,Pb,Pb,OCCURRENCE,Not worked,Low Significance,TCTO,137.06038059999997,-32.6803604,43
1789,10241,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,BREC,136.3409567,-32.6806444,43
1790,9851,Pb,Pb,OCCURRENCE,Not worked,Low Significance,MSED,136.3802427,-32.6831044,43
1791,9781,QTZE,QTZE,PROSPECT,Ceased,Locally Significant,QTZT,137.1906526,-32.6832924,66
1792,11185,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYU,137.22925959999998,-32.683927399999995,56
1793,10823,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.0005605,-32.5686154,29
1794,6024,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6192584,-32.5698125,68
1795,8583,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.3043934,-33.1022744,42
1796,9807,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,137.09835759999999,-33.1035064,54
1797,8383,"SAND, LMST",SAND,OCCURRENCE,Ceased,Low Significance,SAND,136.5465017,-33.1066894,73
1798,10975,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.92626030000002,-33.1070265,29
1799,8609,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.3201914,-33.1076644,42
1800,8548,"Zn, Ag, Au, Fe, Pb",Zn,OCCURRENCE,Not worked,Low Significance,SKRN,136.51140469999999,-32.7576264,70
1801,9044,Fe,Fe,DEPOSIT,Not worked,Locally Significant,MGTM,136.4637077,-32.758644399999994,54
1802,9716,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0681403,-32.7591545,17
1803,9250,MSLT,MSLT,OCCURRENCE,Seasonal,Locally Significant,MSED,138.59674740000003,-32.7600385,29
1804,10936,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.9847683,-32.7602105,29
1805,6029,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,RESI,138.61096640000002,-32.7608685,80
1806,6139,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.05640730000002,-32.7795445,17
1807,10779,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9214773,-32.779776500000004,17
1808,9157,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,135.59719980000003,-32.8528183,17
1809,6649,BAR,BAR,PROSPECT,Abandoned,Locally Significant,QBAU,137.4350435,-32.788796399999995,74
1810,8296,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.5755014,-32.8844945,42
1811,8301,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,QTZT,138.6630254,-32.8846285,38
1812,6066,"Au, Cu",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6598574,-32.8847605,17
1813,8200,"SAND, GRVL",SAND,OCCURRENCE,Rehabilitated,Locally Significant,SAND,137.5915075,-32.5699694,73
1814,7823,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,137.6224445,-32.5718524,38
1815,7815,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,137.6401765,-32.5737344,73
1816,5988,"Mn, Co",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.4142874,-32.2721794,64
1817,9267,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,MTHH,136.3594547,-32.7610814,43
1818,6169,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,RESI,138.58991540000002,-32.7633485,80
1819,6062,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0619043,-32.7645955,17
1820,6030,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.06192230000002,-32.765142499999996,17
1821,8749,"GRNTK, KAO, HLY",GRNTK,DEPOSIT,Not worked,Significant to SA,SAPT,134.73931389999998,-32.828623300000004,46
1822,10158,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.35594540000002,-32.8287374,29
1823,3015,SiO2,SiO2,DEPOSIT,Seasonal,Locally Significant,VEIN,137.27935259999998,-32.8290614,76
1824,10023,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.24834740000003,-32.8548184,29
1825,9621,"U, Mn",U,OCCURRENCE,Not worked,Low Significance,MTHH,136.6185257,-32.8552294,31
1826,8297,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.67839740000002,-32.8565995,38
1827,6634,Fe,Fe,PROSPECT,Not worked,Low Significance,IRSU,137.0958766,-32.8573404,54
1828,9451,"QTZE, SDST",QTZE,OCCURRENCE,Abandoned,Low Significance,VEIN,137.2715426,-32.8578804,66
1829,10254,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.4826534,-32.8611085,29
1830,3029,"Fe, DOL",Fe,DEPOSIT,Care/ Maintenance,Locally Significant,METL,137.1577206,-32.9921654,54
1831,10895,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.0042554,-32.992619399999995,73
1832,8496,"Zn, Fe",Zn,OCCURRENCE,Not worked,Low Significance,QMTU,136.61660569999998,-32.8848364,70
1833,5977,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.0931034,-32.8849164,68
1834,10943,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,138.82714330000002,-32.886615500000005,29
1835,553,DIA,DIA,OCCURRENCE,Not worked,Low Significance,LOAM,136.9773926,-32.8866854,60
1836,7807,AMY,AMY,DEPOSIT,Seasonal,Low Significance,VEIN,138.2635494,-32.8886564,78
1837,4050,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,REGO,138.5364994,-33.0210875,80
1838,8299,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,137.5545495,-33.0212124,38
1839,8130,"DOL, MARB",DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.71186930000002,-33.0214255,32
1840,3980,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.00836040000002,-33.0220414,23
1841,6264,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.45761240000002,-32.274029399999996,64
1842,5978,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6475794,-32.3749165,68
1843,449,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,ALLV,136.11437080000002,-32.3757064,16
1844,6122,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1718514,-32.8316534,68
1845,8137,GRNT,GRNT,DEPOSIT,Care/ Maintenance,Locally Significant,GRNT,135.2498179,-32.8332463,50
1846,8128,CLAY,CLAY,PROSPECT,Abandoned,Low Significance,CLYS,138.84611230000002,-32.9679955,56
1847,10612,MSLT,MSLT,OCCURRENCE,Not worked,Low Significance,MSED,137.2341516,-32.9686594,29
1848,3784,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,138.1257554,-32.9693564,75
1849,9721,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.8343013,-32.9697755,38
1850,486,KAO,KAO,OCCURRENCE,Not worked,Low Significance,REGO,134.400099,-32.9705193,69
1851,6260,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,138.1306164,-32.9711814,75
1852,10113,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.9663813,-32.9716805,29
1853,7236,SDST,SDST,DEPOSIT,Active Mine,Locally Significant,MSST,137.52259650000002,-32.9947554,38
1854,8184,"SAND, GRVL",SAND,PROSPECT,Seasonal,Locally Significant,SAND,137.4072155,-32.9994364,73
1855,11723,Fe,Fe,DEPOSIT,Active Mine,Locally Significant,CLLV,137.1499796,-32.999500399999995,54
1856,6628,KAO,KAO,OCCURRENCE,Abandoned,Low Significance,REGO,137.52835349999998,-32.9996554,69
1857,8185,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,137.4476885,-33.000083399999994,73
1858,10671,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.00507439999998,-33.0021284,73
1859,8194,SAND,SAND,OCCURRENCE,Care/ Maintenance,Low Significance,SAND,137.4723645,-33.002581400000004,73
1860,8897,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,MTHH,136.47030669999998,-32.6469044,43
1861,3820,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.2520394,-33.022150399999994,68
1862,4076,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1552354,-33.0222334,68
1863,10675,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.4880214,-33.0227085,29
1864,7203,Fe,Fe,DEPOSIT,Ceased,Low Significance,METL,137.17530359999998,-33.024300399999994,54
1865,10676,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.4667664,-33.0248935,29
1866,8551,"Zn, Ag, GRPH, Pb",Zn,OCCURRENCE,Not worked,Low Significance,SCHT,135.6698868,-32.6840384,70
1867,10946,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.8354663,-32.6845865,56
1868,3126,"Pb, Ag, U, Zn",Pb,OCCURRENCE,Not worked,Low Significance,MTHH,136.5677957,-32.6863124,43
1869,8545,"Au, Pb, U, Zn",Au,OCCURRENCE,Not worked,Low Significance,SKRN,136.4622197,-32.6871364,17
1870,8444,SLAT,SLAT,OCCURRENCE,Seasonal,Low Significance,SLST,138.09959750000002,-32.4442924,3
1871,8631,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,137.91428249999998,-32.445595399999995,75
1872,11315,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,134.441778,-32.4497723,16
1873,8495,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.32206259999998,-32.5774944,68
1874,6296,"Mn, Ag",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.5855124,-32.578770500000005,64
1875,10952,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.8547923,-32.9745195,56
