MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
7081,JADE,JADE,PROSPECT,Abandoned,Locally Significant,MTHH,136.9244276,-33.4969514
7135,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9161406,-33.4969894
7138,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9375666,-33.4972874
10108,"SAND, CALI",SAND,OCCURRENCE,Abandoned,Low Significance,CALC,138.0517174,-33.2329514
8611,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.5077524,-33.2332625
9828,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,139.0627623,-33.2335135
10897,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,134.7163319,-33.2336993
8367,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.1730974,-33.2346894
7696,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,138.1030294,-33.2351494
3766,"QTZE, SDST",QTZE,DEPOSIT,Active Mine,Locally Significant,QTZT,138.1684504,-33.2357554
9560,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.1807264,-33.2359904
4028,QTZE,QTZE,PROSPECT,Abandoned,Low Significance,QTZT,138.3795034,-33.2385814
10150,MAGS,MAGS,OCCURRENCE,Not worked,Low Significance,MGNS,138.2212484,-33.2386604
10531,Fe,Fe,DEPOSIT,Not worked,Locally Significant,METL,137.1044416,-33.2405444
9413,"U, U3O8",U,DEPOSIT,Not worked,Significant to SA,SAND,137.3719915,-33.2417684
3987,"CALI, SAND",CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.0690074,-33.2427304
4082,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0828173,-33.2433255
10136,"DOL, MAGS",DOL,PROSPECT,Abandoned,Low Significance,MGNS,138.1809194,-33.2447934
10432,DOL,DOL,PROSPECT,Not worked,Low Significance,DLOM,138.1896404,-33.2474164
9468,Fe,Fe,PROSPECT,Not worked,Locally Significant,IRFM,139.5893572,-33.2484165
10287,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0671003,-33.6025955
10584,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.6132213,-33.6028735
8447,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.0051819,-33.6029063
3808,Au,Au,OCCURRENCE,Care/ Maintenance,Low Significance,VEIN,139.0698913,-33.6030895
10022,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,REGO,135.9114707,-34.1872374
4732,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0968862,-34.1883295
4814,"Au, Ag, Pb",Au,OCCURRENCE,Abandoned,Low Significance,IRSU,138.6911103,-34.1888775
7615,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,140.679269,-34.1890926
7622,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.69068,-34.1891806
4538,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.1551204,-34.1892594
9304,Cu,Cu,OCCURRENCE,Not worked,Low Significance,SKRN,135.1515178,-33.7956473
11275,SAND,SAND,DEPOSIT,Not worked,Low Significance,SAND,137.7774294,-33.7982194
11476,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,136.7728506,-33.7988394
479,QTZE,QTZE,DEPOSIT,Care/ Maintenance,Locally Significant,QTZT,135.8523877,-33.8006424
10626,"SAND, CLAY, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.1864644,-33.8007964
9487,"GRPH, Zn",GRPH,DEPOSIT,Not worked,Locally Significant,MSED,135.5131868,-33.8036024
4002,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,SLST,138.9436003,-33.8064645
468,Pb,Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.4440457,-33.6640564
7286,"NPT, DOL",NPT,OCCURRENCE,Not worked,Low Significance,MTHH,136.8314176,-33.6644684
635,"Cu, V",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0113772,-33.8347195
9185,"Zn, Ag, Cu, Pb, U",Zn,OCCURRENCE,Not worked,Low Significance,VEIN,135.4920868,-33.8355254
3896,SLAT,SLAT,OCCURRENCE,Abandoned,Low Significance,SLAT,138.8013353,-33.8364695
9854,Cu,Cu,OCCURRENCE,Not worked,Low Significance,GOSS,139.1096072,-33.8366235
3932,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,RESI,139.1192162,-33.8370465
3872,"CLAY, SHA",CLAY,DEPOSIT,Abandoned,Low Significance,CLYS,138.6284373,-33.8373205
3929,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.6205473,-33.8374385
8536,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5570713,-33.8393525
4012,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.6134303,-33.8408175
4136,"GYPS, ALU",GYPS,DEPOSIT,Not worked,Low Significance,GPSM,140.2769211,-33.8413325
8945,"Cu, Au, Co, Mo",Cu,PROSPECT,Not worked,Locally Significant,MSOM,137.7242504,-33.8791614
8459,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,137.6905274,-33.8791814
10017,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5510333,-33.8805255
9094,CLAY,CLAY,DEPOSIT,Not worked,Low Significance,REGO,138.7203993,-33.8815235
8565,CALI,CALI,DEPOSIT,Seasonal,Low Significance,CALC,138.3225883,-33.8819015
4089,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,140.878948,-33.8823496
638,"FEORE, Cu",FEORE,OCCURRENCE,Abandoned,Low Significance,IRSU,138.9212353,-33.8825525
10238,Cu,Cu,OCCURRENCE,Not worked,Low Significance,SAPT,137.7956984,-33.8826084
9522,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6233673,-33.8838365
10141,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNR,139.0309372,-33.8839035
11039,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4499102,-33.8841325
465,Cu,Cu,OCCURRENCE,Not worked,Low Significance,APLT,136.4232867,-33.6031974
7182,"Cu, U",Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,136.5589766,-33.6033654
7224,ASBT,ASBT,OCCURRENCE,Abandoned,Low Significance,TCTO,136.8419166,-33.6034884
7274,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.7550116,-33.6044904
3984,Au,Au,OCCURRENCE,Care/ Maintenance,Low Significance,VEIN,139.0708653,-33.6053145
9424,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,136.7680456,-33.6057834
7225,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.8422596,-33.6064584
8603,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.2647834,-33.3425874
11069,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.5103462,-33.3431345
3970,KAO,KAO,OCCURRENCE,Abandoned,Low Significance,REGO,138.2179184,-33.3435734
4021,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,138.1870444,-33.3449964
7683,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,138.2221364,-33.3460574
3916,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5954733,-33.8068385
3963,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9183303,-33.8094675
9525,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.8034243,-33.8097265
11582,OCR,OCR,OCCURRENCE,Abandoned,Low Significance,IRSU,137.6809435,-33.8102834
633,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9631833,-33.8103785
7265,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6723344,-33.9265474
11221,LSND,LSND,DEPOSIT,Not worked,Locally Significant,CBRK,135.8374697,-33.9266134
8147,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,MSLT,139.1433122,-33.9268575
11036,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4930072,-33.9268865
7678,GYPS,GYPS,DEPOSIT,Seasonal,Locally Significant,GPSM,138.3100103,-33.9278755
8145,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.2659372,-33.9290065
10622,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNR,139.0556382,-33.9292915
3772,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,QTZT,138.6216173,-33.8416975
11096,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.5217363,-33.8426725
10148,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,139.1749452,-33.9601535
7301,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,137.7281374,-33.9603924
7050,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.7303054,-33.9605244
9314,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,140.84577,-33.9608746
7177,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7056064,-33.9629634
11034,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.5907411,-33.9631825
8544,CALI,CALI,DEPOSIT,Seasonal,Low Significance,CALC,138.2210394,-33.9634004
8963,"Pb, Cu, Zn",Pb,OCCURRENCE,Not worked,Locally Significant,MTHH,137.7504244,-33.9637724
7288,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.6803714,-33.9645684
7048,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.7396704,-33.9658154
10715,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,IRSU,138.0962224,-33.9942314
9526,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.9688292,-33.9953355
7666,MSLT,MSLT,DEPOSIT,Seasonal,Locally Significant,DLOM,138.8833003,-33.9956965
7230,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6715114,-33.9970654
7800,"LMST, CALI",LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.9775034,-33.9972294
7271,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.6769394,-33.9975784
9137,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.6890764,-33.9980344
9613,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.5911248,-33.9980614
10049,U,U,OCCURRENCE,Not worked,Low Significance,SCHT,136.1047587,-33.9980834
9926,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.6215843,-33.9984865
9946,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,135.2701798,-33.9994103
1578,"Pb, Ag, Au, Cu",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,139.1270272,-34.0010825
9875,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.2592944,-33.3463424
11255,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9747903,-33.3471425
8571,"SAND, CLAY",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.1667474,-33.3474124
10102,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.9578833,-33.3481715
8860,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,136.2658947,-33.3489544
4018,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,REGO,138.3683534,-33.3490644
9662,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.8179113,-33.3514265
10586,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.8067343,-33.3515445
7139,"JADE, DOL",JADE,DEPOSIT,Care/ Maintenance,Locally Significant,MTHH,136.9369226,-33.4973874
7091,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9251906,-33.4973904
7171,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9231466,-33.4974224
7170,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9232566,-33.4975104
9925,SDST,SDST,PROSPECT,Abandoned,Low Significance,SDST,138.1342714,-33.9311654
11063,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3567772,-33.9323965
7190,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.6107615,-33.9324674
4001,ASBT,ASBT,OCCURRENCE,Not worked,Low Significance,MTHH,139.0663552,-33.9337525
3829,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.7484213,-33.9340635
10308,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.5951831,-34.0639635
9232,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.5109568,-34.0643374
7001,SiO2,SiO2,PROSPECT,Abandoned,Low Significance,SDST,138.0472734,-34.0650134
5008,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,136.3197387,-34.0652674
6739,"SDST, LMST",SDST,PROSPECT,Abandoned,Low Significance,LMST,139.6889511,-34.0652925
5159,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.6357454,-34.0655414
11402,"CLAY, SAND",CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.0018874,-34.0660474
7300,"Cu, Ag, Au",Cu,DEPOSIT,Recreation,Locally Significant,TCTO,137.6927304,-33.9663384
9303,Au,Au,OCCURRENCE,Not worked,Low Significance,SAPT,135.2992098,-34.0947173
6996,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,138.1356754,-34.0954904
5144,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.6735074,-34.0963864
10868,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.674307,-34.0964036
7619,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.698007,-34.0965426
10624,MAGS,MAGS,OCCURRENCE,Not worked,Low Significance,MGNR,138.6341143,-34.0969115
11337,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4624362,-34.0969935
4828,"MARB, SHA",MARB,OCCURRENCE,Ceased,Low Significance,MARB,138.6423913,-34.0976785
10255,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.7845153,-34.0979145
5192,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6058704,-34.0980934
5171,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6061844,-34.0987714
10866,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.675317,-34.1231966
11027,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.6642811,-34.1232165
4829,"MARB, SHA",MARB,OCCURRENCE,Ceased,Low Significance,MARB,138.6615573,-34.1240155
5094,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6995704,-34.1241954
10123,SAND,SAND,DEPOSIT,Active Mine,Locally Significant,SAND,138.4821183,-34.1244515
6693,"DIAT, LMST",DIAT,PROSPECT,Abandoned,Locally Significant,SISD,140.784852,-34.1248356
1561,FEST,FEST,OCCURRENCE,Abandoned,Low Significance,IRSU,139.1152852,-34.1249065
7790,CALI,CALI,OCCURRENCE,Seasonal,Locally Significant,CALC,137.6122244,-34.1250044
7645,GYPS,GYPS,OCCURRENCE,Seasonal,Low Significance,GPSM,140.57533,-34.1262736
9793,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,136.0652887,-34.1264304
9531,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.0889401,-34.1265205
1765,COAL,COAL,DEPOSIT,Not worked,Low Significance,LIGN,139.3575522,-34.1268605
9874,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,138.2409973,-34.1289134
9691,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,139.0390533,-33.6989105
7141,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9371496,-33.4979254
7161,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.9418866,-33.4979414
7169,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9230506,-33.4979644
7087,"JADE, MARB",JADE,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,136.9242366,-33.4980364
7093,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9254216,-33.4981084
7142,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9371556,-33.4981954
7092,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9248856,-33.4982064
7154,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9279356,-33.5095214
7120,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9225586,-33.5097854
3799,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.5477563,-33.5098065
8322,SDST,SDST,OCCURRENCE,Seasonal,Locally Significant,SDST,138.6000233,-33.5099135
10692,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.8543393,-34.0667855
9948,RHYO,RHYO,TREATMENT SITE,Recreation,Locally Significant,FSPO,137.6054725,-34.0674494
5137,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6320154,-34.0675154
9976,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,139.8767031,-34.0676305
6989,LMST,LMST,DEPOSIT,Abandoned,Low Significance,LMST,137.9586744,-34.0693644
11330,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.6953981,-34.0695585
5170,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,137.7006284,-34.2053404
11587,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,139.1133382,-34.2060975
8148,GYPS,GYPS,DEPOSIT,Seasonal,Locally Significant,GPSM,135.5441618,-34.2061574
330,GYPS,GYPS,DEPOSIT,Seasonal,Locally Significant,GPSM,135.5069418,-34.2081204
9723,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,137.9856814,-34.2089714
10133,QTZE,QTZE,PROSPECT,Not worked,Low Significance,QTZT,139.1055312,-34.2104065
7606,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,140.0220971,-34.2106405
10690,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.7881563,-34.2118545
5053,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.8397834,-34.0999364
456,"Zn, Pb",Zn,OCCURRENCE,Not worked,Low Significance,AMPH,136.4805926,-33.6644804
9665,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.7334643,-33.6649165
467,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.4368147,-33.6649964
9741,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,139.0440173,-33.6655345
10298,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.2190054,-33.6659464
7277,GYPS,GYPS,OCCURRENCE,Abandoned,Low Significance,GPSM,137.8312584,-33.6661564
461,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,136.4922716,-33.6662334
9679,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,138.2375334,-33.6664524
4017,"DOL, PHOS",DOL,PROSPECT,Abandoned,Low Significance,DLOM,138.9209433,-33.6667715
10495,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.0861522,-33.6669155
11099,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.4492133,-33.6674805
10494,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,139.0232593,-33.6678195
8961,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.7893754,-33.7012774
9484,"REE, Zn",REE,OCCURRENCE,Not worked,Low Significance,MTHH,139.5397112,-33.7019665
4030,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.6305603,-33.7023305
4070,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8718573,-33.7025445
9604,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,135.3462028,-33.7075413
8839,DIA,DIA,PROSPECT,Not worked,Low Significance,LOAM,134.4930079,-33.7079863
10389,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,136.2861587,-33.7094044
9328,"Ni, Fe",Ni,OCCURRENCE,Not worked,Low Significance,MGTU,135.1759178,-33.7097063
9327,U,U,OCCURRENCE,Not worked,Low Significance,REGO,136.4687636,-33.7108844
7312,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.5788306,-33.7109694
3843,Ag,Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2895662,-33.8858125
7155,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9277306,-33.5099754
7121,JADE,JADE,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,136.9223496,-33.5100594
7075,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MTHH,136.9181526,-33.5101244
7122,JADE,JADE,PROSPECT,Abandoned,Locally Significant,MTHH,136.9196676,-33.5104614
8089,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,135.3910608,-33.5107303
10301,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,SLST,138.9578343,-33.5109365
9658,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.7338203,-33.5112775
3867,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1660102,-33.5128665
10419,Cu,Cu,OCCURRENCE,Not worked,Low Significance,GOSS,136.7490426,-33.6066854
7292,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,136.7377346,-33.6071144
9731,MSLT,MSLT,OCCURRENCE,Not worked,Low Significance,MSED,139.0855712,-33.6072335
10724,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.5929223,-33.6082505
8268,"MARB, ASBT, TALC",MARB,PROSPECT,Not worked,Low Significance,MTHH,136.8530656,-33.6083354
7624,"CALI, LMST",CALI,DEPOSIT,Active Mine,Locally Significant,CALC,140.8414049,-34.2124026
9135,"Cu, REE",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.5459075,-34.2124944
4831,"MARB, SHA",MARB,OCCURRENCE,Abandoned,Low Significance,MARB,138.6971363,-34.2129045
11664,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,139.6023621,-34.2137395
9689,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.8593253,-33.8117925
11811,Ag,Ag,OCCURRENCE,Not worked,Low Significance,GOSS,139.1118122,-33.8120625
3939,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.8078473,-33.8129535
9162,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,TCTO,135.2161078,-33.8129583
8376,SLST,SLST,DEPOSIT,Seasonal,Low Significance,SLST,138.7364363,-33.8145565
7789,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,137.8504214,-33.8152744
11412,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.5488213,-33.8154945
9687,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.9540713,-33.8158355
9735,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.7631713,-33.8166225
3988,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.8687033,-33.8430625
4035,SLAT,SLAT,OCCURRENCE,Abandoned,Low Significance,SLAT,138.8529633,-33.8435875
7655,GRVL,GRVL,OCCURRENCE,Seasonal,Low Significance,GRVL,139.1809412,-33.8460835
3861,"PHOS, U",PHOS,OCCURRENCE,Abandoned,Low Significance,RESI,139.1261462,-33.8463485
10785,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.8229033,-33.8468635
10142,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNR,139.0087342,-33.8483805
11041,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4055612,-33.8499625
9139,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.8468824,-33.8505374
9523,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.6239553,-33.8509385
3953,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2497862,-33.8512285
9628,DOL,DOL,OCCURRENCE,Care/ Maintenance,Low Significance,DLOM,139.0444872,-33.8515685
8173,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSA,136.3412607,-33.8523894
11042,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3545252,-33.8537865
10333,ASBT,ASBT,OCCURRENCE,Abandoned,Low Significance,MTHH,139.1385402,-33.8876505
10272,"QTZE, SLST",QTZE,PROSPECT,Abandoned,Low Significance,SLST,138.9097343,-33.8886695
10717,ASBT,ASBT,OCCURRENCE,Abandoned,Low Significance,MTHH,139.1427302,-33.8888865
9018,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.8317134,-33.8898084
7244,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.6325005,-33.8902624
10330,ASBT,ASBT,DEPOSIT,Abandoned,Low Significance,MTHH,139.1396472,-33.8914545
8220,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,137.8453034,-33.8931024
11038,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4625782,-33.8951085
7662,SDST,SDST,DEPOSIT,Seasonal,Low Significance,QTZT,138.6039103,-33.8953605
10332,ASBT,ASBT,DEPOSIT,Abandoned,Low Significance,MTHH,139.1451762,-33.8957765
10882,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,139.1378432,-33.8972125
8964,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.9163184,-34.0029044
9255,"Cu, Au, Mo",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.3125872,-33.3586405
9756,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,138.9724673,-33.3632895
9794,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,138.5793803,-33.3634585
9831,"Cu, DIA",Cu,OCCURRENCE,Not worked,Low Significance,KIMB,138.9718703,-33.3644615
463,GYPS,GYPS,DEPOSIT,Abandoned,Low Significance,GPSM,135.6449648,-33.3655474
9564,"Mn, Co",Mn,OCCURRENCE,Not worked,Low Significance,MNOR,139.2597802,-33.3660725
3871,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.3854564,-33.3662854
7083,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9228416,-33.4982384
7084,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9229536,-33.4984174
9330,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,136.4166027,-33.4984954
7088,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9240336,-33.4985804
7168,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9225286,-33.4986944
9690,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.9027183,-33.8174975
